1745
ID_ESTADO|ID_DISTRITO_FEDERAL|SECCION|TIPO_CASILLA|ID_CASILLA|EXT_CONTIGUA|TIPO_SECCION|LISTA_NOMINAL|ID_MUNICIPIO|ID_DIST_LOC|ID_ESTRATO|ESTRATO|NUMERO_ARE|SI|NO|NULOS|TOTAL|ANIO|MES|DIA|HORA|MINUTOS|SEGUNDOS|ORIGEN_CAPTURA|MODIFICADO
10|4|153|B|1|0|1|1795|5|1|0|1004|27|95|3|0|98|2021|8|1|19|10|50|1|N
10|4|155|B|1|0|1|1559|5|1|0|1004|27|96|1|1|98|2021|8|1|19|4|13|1|N
10|4|166|B|1|0|1|1860|5|1|0|1004|10|40|0|0|40|2021|8|1|18|36|33|1|N
10|4|253|C|1|0|1|1868|5|3|0|1004|22|30|0|0|30|2021|8|1|18|15|43|1|N
10|4|1394|B|1|0|1|1860|5|2|0|1004|30|45|1|1|47|2021|8|1|18|58|16|1|N
11|1|760|C|2|0|1|1764|14|1|0|1101|8|98|1|0|99|2021|8|1|18|42|54|1|N
11|1|778|B|1|0|3|2005|14|1|0|1101|10|17|0|0|17|2021|8|1|18|6|9|1|N
11|1|811|C|1|0|3|1702|14|8|0|1101|5|23|0|1|24|2021|8|1|20|14|30|1|N
11|1|2581|C|2|0|3|1532|33|2|0|1101|20|18|0|0|18|2021|8|1|18|46|20|1|N
11|1|2603|B|1|0|2|1573|34|2|0|1101|26|77|3|0|80|2021|8|1|18|41|19|1|N
11|1|2603|C|2|0|2|1573|34|2|0|1101|26|81|0|0|81|2021|8|1|18|43|1|1|N
11|2|142|C|1|0|1|1952|3|9|0|1102|1|127|0|0|127|2021|8|1|18|32|10|1|N
11|2|180|B|1|0|3|1993|3|9|0|1102|8|76|9|0|85|2021|8|1|19|24|14|1|N
11|2|224|C|1|0|3|1554|3|9|0|1102|10|28|0|0|28|2021|8|1|18|15|15|1|N
11|2|519|B|1|0|1|1392|7|16|0|1102|18|109|1|1|111|2021|8|1|18|14|49|1|N
11|2|627|C|1|0|3|1941|9|17|0|1102|23|30|0|0|30|2021|8|1|19|6|34|1|N
11|2|2532|C|1|0|2|2001|32|2|0|1102|28|44|6|0|50|2021|8|1|18|42|39|1|N
11|3|1278|B|1|0|1|1637|20|3|0|1103|20|69|0|0|69|2021|8|1|18|23|59|1|N
11|3|1278|C|2|0|1|1637|20|3|0|1103|20|59|1|1|61|2021|8|1|18|19|13|1|N
11|3|1280|B|1|0|1|1612|20|3|0|1103|11|77|0|1|78|2021|8|1|19|10|2|1|N
11|3|1340|B|1|0|1|1744|20|7|0|1103|27|87|6|0|93|2021|8|1|18|18|47|1|N
11|3|1706|C|1|0|1|1533|20|3|0|1103|31|60|1|0|61|2021|8|1|18|8|59|1|N
11|3|1719|C|1|0|1|1632|20|7|0|1103|30|31|1|0|32|2021|8|1|18|15|42|1|N
11|4|828|B|1|0|1|1711|15|8|0|1104|2|46|1|1|48|2021|8|1|18|39|41|1|N
11|4|896|B|1|0|2|1834|15|8|0|1104|12|53|0|0|53|2021|8|1|19|25|43|1|N
11|4|908|C|1|0|3|1386|15|8|0|1104|14|7|3|0|10|2021|8|1|19|58|52|1|N
11|4|910|B|1|0|3|1516|15|8|0|1104|15|11|0|0|11|2021|8|1|18|22|32|1|N
11|4|2379|B|1|0|1|1906|30|1|0|1104|27|64|0|1|65|2021|8|1|18|34|11|1|N
11|4|2409|C|1|0|2|1064|30|1|0|1104|24|11|1|0|12|2021|8|1|19|53|54|1|N
11|5|1484|C|1|0|2|1693|20|5|0|1105|25|32|1|0|33|2021|8|1|18|15|22|1|N
11|5|1490|B|1|0|2|2112|20|5|0|1105|28|38|0|0|38|2021|8|1|18|20|18|1|N
11|5|1491|C|1|0|1|1533|20|5|0|1105|26|26|2|1|29|2021|8|1|19|10|17|1|N
11|5|1729|C|1|0|1|1586|20|7|0|1105|1|44|0|0|44|2021|8|1|18|35|12|1|N
11|5|1813|B|1|0|1|1898|20|5|0|1105|9|51|1|0|52|2021|8|1|18|18|22|1|N
11|5|1846|B|1|0|1|1568|20|5|0|1105|29|60|1|0|61|2021|8|1|18|37|54|1|N
11|6|1322|C|1|0|1|1834|20|4|0|1106|13|46|1|1|48|2021|8|1|18|45|55|1|N
11|6|1349|B|1|0|1|1462|20|7|0|1106|6|87|1|1|89|2021|8|1|18|33|24|1|N
11|6|1364|C|1|0|1|1713|20|7|0|1106|7|56|1|0|57|2021|8|1|18|27|59|1|N
11|6|1485|B|1|0|1|1757|20|4|0|1106|15|14|0|0|14|2021|8|1|18|36|22|1|N
11|6|3068|B|1|0|1|1655|20|21|0|1106|19|66|10|0|76|2021|8|1|18|30|37|1|N
11|6|3142|C|1|0|3|1676|20|4|0|1106|25|37|1|0|38|2021|8|1|18|7|25|1|N
11|7|1927|B|1|0|1|1459|23|18|0|1107|32|123|1|0|124|2021|8|1|19|28|44|1|N
11|7|1932|C|1|0|1|1518|23|18|0|1107|32|51|2|0|53|2021|8|1|19|4|28|1|N
11|7|1991|C|1|0|1|1679|23|18|0|1107|29|69|2|0|71|2021|8|1|18|56|49|1|N
11|7|2035|C|2|0|1|1407|25|10|0|1107|5|19|2|0|21|2021|8|1|18|11|9|1|N
11|7|2036|C|2|0|1|1563|25|10|0|1107|8|20|0|0|20|2021|8|1|18|12|16|1|N
11|7|2477|C|3|0|1|1639|31|10|0|1107|14|51|0|1|52|2021|8|1|18|9|21|1|N
11|8|2134|C|1|0|1|1980|27|14|0|1108|7|197|2|3|202|2021|8|1|19|14|42|1|N
11|8|2160|B|1|0|1|1475|27|14|0|1108|6|156|1|1|158|2021|8|1|18|19|7|1|N
11|8|2241|C|1|0|1|1986|27|14|0|1108|21|103|0|1|104|2021|8|1|18|22|5|1|N
11|8|2622|C|2|0|1|1171|35|17|0|1108|24|79|2|0|81|2021|8|1|18|38|11|1|N
11|8|2914|B|1|0|2|1842|44|17|0|1108|32|126|3|0|129|2021|8|1|18|53|23|1|N
11|8|2918|C|1|0|1|1328|44|17|0|1108|34|173|2|0|175|2021|8|1|18|39|26|1|N
11|9|948|B|1|0|1|1741|17|11|0|1109|15|86|1|1|88|2021|8|1|18|35|5|1|N
11|9|1131|C|2|0|2|1479|17|11|0|1109|2|15|1|0|16|2021|8|1|18|15|52|1|N
11|9|2683|C|2|0|2|1745|37|13|0|1109|21|97|3|0|100|2021|8|1|18|17|59|1|N
11|9|2694|C|1|0|3|1483|37|13|0|1109|28|32|0|0|32|2021|8|1|19|1|42|1|N
11|9|2699|B|1|0|3|1802|37|13|0|1109|27|25|1|0|26|2021|8|1|18|27|24|1|N
11|9|2702|B|1|0|3|1922|37|13|0|1109|29|41|0|0|41|2021|8|1|18|38|37|1|N
11|10|692|C|1|0|1|1365|11|19|0|1110|5|72|1|0|73|2021|8|1|18|9|24|2|N
11|10|716|C|2|0|3|1350|11|19|0|1110|8|12|0|0|12|2021|8|1|18|25|55|1|N
11|10|1890|C|1|0|3|1820|21|20|0|1110|25|116|1|0|117|2021|8|1|18|34|56|1|N
11|10|2290|C|1|0|3|1865|28|20|0|1110|9|47|2|1816|1865|2021|8|1|18|11|9|1|N
11|10|2313|C|1|0|1|1696|28|20|0|1110|16|85|2|0|87|2021|8|1|18|16|21|1|N
11|10|2326|C|1|0|1|1398|28|20|0|1110|12|60|1|2|63|2021|8|1|18|40|11|1|N
11|11|1587|B|1|0|1|1742|20|21|0|1111|18|80|0|0|80|2021|8|1|18|19|45|1|N
11|11|1634|C|4|0|1|1970|20|21|0|1111|21|80|1|1|82|2021|8|1|18|9|18|1|N
11|11|1645|C|1|0|1|1787|20|6|0|1111|7|46|2|0|48|2021|8|1|18|16|6|1|N
11|11|1647|C|1|0|1|1966|20|21|0|1111|23|58|3|0|61|2021|8|1|18|12|53|1|N
11|11|1664|C|1|0|3|1720|20|6|0|1111|2|14|0|0|14|2021|8|1|18|17|34|1|N
11|11|1665|C|1|0|3|1592|20|6|0|1111|4|23|1|1|25|2021|8|1|18|53|13|1|N
11|12|338|B|1|0|1|1522|7|16|0|1112|25|118|2|0|120|2021|8|1|18|38|17|1|N
11|12|383|C|1|0|1|1137|7|15|0|1112|6|62|0|0|62|2021|8|1|18|17|28|1|N
11|12|436|B|1|0|1|1523|7|15|0|1112|33|44|1|0|45|2021|8|1|18|20|48|1|N
11|12|492|B|1|0|1|1758|7|15|0|1112|16|49|0|0|49|2021|8|1|18|18|16|1|N
11|12|542|C|1|0|1|1849|7|15|0|1112|30|18|0|1|19|2021|8|1|18|16|25|1|N
11|12|557|C|1|0|1|1955|7|15|0|1112|28|78|1|0|79|2021|8|1|18|19|35|1|N
11|13|3|C|1|0|2|1793|1|18|0|1113|1|40|0|0|40|2021|8|1|18|34|8|1|N
11|13|11|C|1|0|1|1806|1|18|0|1113|2|61|3|0|64|2021|8|1|18|47|57|1|N
11|13|50|C|2|0|1|1786|1|18|0|1113|4|101|1|0|102|2021|8|1|19|21|47|1|N
11|13|732|B|1|0|3|1923|12|10|0|1113|9|21|0|0|21|2021|8|1|18|52|48|1|N
11|13|1184|C|1|0|1|1735|18|19|0|1113|15|143|0|0|143|2021|8|1|18|36|20|1|N
11|13|2852|C|1|0|3|1424|42|19|0|1113|28|51|0|0|51|2021|8|1|18|11|24|1|N
11|14|109|B|1|0|1|1853|2|22|0|1114|9|53|1|0|54|2021|8|1|18|51|17|1|N
11|14|128|B|1|0|3|1396|2|22|0|1114|4|19|0|0|19|2021|8|1|18|14|37|1|N
11|14|300|C|1|0|3|1552|5|9|0|1114|17|9|0|0|9|2021|8|1|18|16|10|1|N
11|14|1208|C|1|0|1|1803|19|22|0|1114|23|113|2|2|117|2021|8|1|18|34|36|1|N
11|14|2736|B|1|0|2|1925|38|22|0|1114|27|28|0|0|28|2021|8|1|18|9|2|1|N
11|14|2758|C|1|0|3|1603|39|15|0|1114|28|15|0|0|15|2021|8|1|18|51|34|1|N
11|15|1018|C|2|0|1|1382|17|12|0|1115|14|72|1|0|73|2021|8|1|18|40|25|1|N
11|15|1036|B|1|0|1|1714|17|11|0|1115|7|73|4|1|78|2021|8|1|18|51|48|1|N
11|15|1102|C|1|0|1|1309|17|12|0|1115|7|51|0|0|51|2021|8|1|18|32|2|1|N
11|15|1103|C|1|0|1|1667|17|12|0|1115|10|56|1|1|58|2021|8|1|18|37|59|1|N
11|15|1110|C|3|0|1|1816|17|12|0|1115|19|76|2|0|78|2021|8|1|18|34|17|1|N
11|15|1158|C|1|0|2|1534|17|11|0|1115|29|38|0|0|38|2021|8|1|19|10|41|1|N
12|1|479|C|1|0|2|1844|6|20|0|1201|4|288|2|2|292|2021|8|1|20|13|50|1|N
12|1|509|B|1|0|1|1581|7|18|0|1201|6|174|0|1|175|2021|8|1|19|6|47|1|N
12|1|1968|C|1|0|3|1954|51|18|0|1201|20|130|0|1|131|2021|8|1|19|16|9|1|N
12|1|2334|C|1|0|1|1801|59|20|0|1201|24|198|2|0|200|2021|8|1|19|59|13|1|N
12|1|2337|C|1|0|1|2143|59|20|0|1201|25|248|0|1|249|2021|8|1|19|21|5|1|N
12|1|2732|C|1|0|3|1551|74|17|0|1201|30|37|0|0|37|2021|8|1|18|21|30|1|N
12|2|1480|C|1|0|2|1816|36|22|0|1202|10|82|2|1|85|2021|8|1|18|18|58|1|N
12|2|1494|C|1|0|1|1516|36|22|0|1202|14|143|1|1|145|2021|8|1|18|22|55|1|N
12|2|1522|B|1|0|1|1702|36|22|0|1202|17|136|0|0|136|2021|8|1|18|20|36|1|N
12|2|1935|C|1|0|1|1453|50|21|0|1202|21|81|1|0|82|2021|8|1|18|31|29|1|N
12|2|1945|C|1|0|3|1162|50|21|0|1202|22|39|0|0|39|2021|8|1|18|41|18|1|N
12|2|2140|B|1|0|1|1933|56|21|0|1202|26|200|1|0|201|2021|8|1|18|43|29|1|N
12|3|883|C|2|0|1|1633|21|8|0|1203|33|137|2|3|142|2021|8|1|20|4|41|1|N
12|3|934|B|1|0|3|1408|21|8|0|1203|32|95|0|1|96|2021|8|1|19|8|22|1|N
12|3|1613|B|1|0|1|1820|39|11|0|1203|20|143|0|1|144|2021|8|1|18|43|54|1|N
12|3|1643|C|1|0|2|1890|39|11|0|1203|19|167|4|0|171|2021|8|1|19|33|56|1|N
12|4|24|C|1|0|1|1230|1|5|0|1204|16|198|0|0|198|2021|8|1|18|27|32|1|N
12|4|53|C|1|0|1|1637|1|4|0|1204|11|175|4|0|179|2021|8|1|18|36|47|1|N
12|4|76|C|2|0|1|1636|1|3|0|1204|10|126|0|1|127|2021|8|1|18|26|31|1|N
12|4|108|C|1|0|1|1946|1|4|0|1204|9|165|1|4|170|2021|8|1|19|2|24|1|N
12|4|168|B|1|0|1|1863|1|8|0|1204|2|235|2|0|237|2021|8|1|18|36|30|1|N
12|4|224|B|1|0|1|1870|1|5|0|1204|18|169|3|0|172|2021|8|1|18|46|33|1|N
12|5|472|B|1|0|3|1262|4|28|0|1205|2|515|0|20|535|2021|8|1|19|18|5|1|N
12|5|1751|B|1|0|2|1854|79|28|0|1205|7|635|7|21|663|2021|8|1|19|11|18|1|N
12|5|1798|C|3|0|2|1613|46|27|0|1205|23|212|3|0|215|2021|8|1|19|20|46|1|N
12|5|2017|B|1|0|1|1310|53|15|0|1205|24|218|1|3|222|2021|8|1|20|8|15|1|N
12|5|2577|B|1|0|3|1346|67|27|0|1205|25|211|3|3|217|2021|8|1|19|23|53|1|N
12|6|1124|B|1|0|1|1855|28|25|0|1206|26|177|2|4|183|2021|8|1|18|18|7|1|N
12|6|1157|C|2|0|1|1848|28|25|0|1206|12|37|4|4|45|2021|8|1|18|47|20|1|N
12|6|1164|B|1|0|3|1614|28|25|0|1206|9|3|2|1|6|2021|8|1|19|2|26|1|N
12|6|2479|C|1|0|2|1903|62|24|0|1206|21|288|2|0|290|2021|8|1|19|32|18|1|N
12|6|2492|C|1|0|1|1898|62|24|0|1206|17|161|7|4|172|2021|8|1|19|6|33|1|N
12|6|2531|B|1|0|3|1962|64|26|0|1206|23|180|5|1|186|2021|8|1|19|3|41|1|N
12|7|1210|B|1|0|1|1473|29|1|0|1207|3|170|0|2|172|2021|8|1|18|24|2|1|N
12|7|1216|C|1|0|1|1849|29|1|0|1207|6|235|1|1|237|2021|8|1|18|20|59|1|N
12|7|1244|C|1|0|2|1071|29|2|0|1207|11|107|0|1|108|2021|8|1|18|45|50|1|N
12|7|1276|B|1|0|3|1829|29|1|0|1207|19|27|2|1|30|2021|8|1|18|33|43|1|N
12|7|1295|B|1|0|3|1870|29|2|0|1207|21|24|1|1|26|2021|8|1|18|43|30|1|N
12|7|1319|C|1|0|1|1370|30|19|0|1207|23|109|1|0|110|2021|8|1|18|10|35|1|N
12|8|680|B|1|0|3|1253|12|14|0|1208|11|214|21|7|242|2021|8|1|18|42|14|1|N
12|8|844|C|1|0|1|2036|18|14|0|1208|19|186|1|1|188|2021|8|1|20|16|11|1|N
12|8|847|C|1|0|1|2045|18|14|0|1208|19|202|0|0|202|2021|8|1|20|17|27|1|N
12|8|1656|C|2|0|1|1276|40|13|0|1208|1|86|1|0|87|2021|8|1|18|27|3|1|N
12|8|1809|B|1|0|2|1844|47|16|0|1208|23|268|0|2|270|2021|8|1|19|4|32|1|N
12|8|2054|C|1|0|3|2204|54|13|0|1208|3|355|2|6|363|2021|8|1|18|52|20|1|N
12|9|112|C|1|0|1|1479|1|9|0|1209|25|77|0|0|77|2021|8|1|19|7|29|1|N
12|9|151|B|1|0|1|1679|1|9|0|1209|25|204|2|1|207|2021|8|1|19|26|23|1|N
12|9|183|B|1|0|1|1325|1|6|0|1209|20|131|1|0|132|2021|8|1|18|33|59|1|N
12|9|245|B|1|0|1|1367|1|6|0|1209|18|62|0|1|63|2021|8|1|18|47|0|1|N
12|9|308|B|1|0|1|1049|1|7|0|1209|15|91|6|0|97|2021|8|1|18|35|46|1|N
12|9|319|B|1|0|2|1764|1|9|0|1209|1|160|0|0|160|2021|8|1|20|29|37|1|N
13|1|224|B|1|0|2|2007|13|2|0|1301|2|171|0|0|171|2021|8|1|19|5|9|1|N
13|1|422|C|2|0|3|1598|25|4|0|1301|4|244|5|6|255|2021|8|1|19|2|28|1|N
13|1|486|B|1|0|3|1415|28|4|0|1301|13|42|3|1|46|2021|8|1|19|2|55|1|N
13|1|1240|C|1|0|3|1891|62|2|0|1301|21|119|7|136|262|2021|8|1|19|35|26|1|N
13|1|1407|C|1|0|3|1812|72|3|0|1301|24|124|16|4|144|2021|8|1|20|13|50|1|N
13|2|316|C|1|0|2|1860|18|5|0|1302|26|194|4|1|199|2021|8|1|19|6|4|1|N
13|2|323|C|1|0|3|1780|18|5|0|1302|28|172|1|0|173|2021|8|1|18|58|16|1|N
13|2|555|C|2|0|1|1617|30|5|0|1302|17|208|2|0|210|2021|8|1|18|55|20|1|N
13|2|593|C|2|0|3|1459|30|5|0|1302|19|204|1|4|209|2021|8|1|18|51|30|1|N
13|2|1087|B|1|0|2|1706|54|7|0|1302|30|214|3|0|217|2021|8|1|19|12|14|1|N
13|2|1174|C|2|0|3|1566|59|6|0|1302|14|77|0|1|78|2021|8|1|18|22|4|1|N
13|3|45|C|1|0|1|1716|3|8|0|1303|3|255|2|2|259|2021|8|1|18|45|28|1|N
13|3|201|C|1|0|3|1890|11|8|0|1303|9|108|2|0|110|2021|8|1|18|23|22|1|N
13|3|345|C|2|0|3|1695|20|2|0|1303|12|42|1|0|43|2021|8|1|18|27|21|1|N
13|3|400|C|1|0|3|1827|24|9|0|1303|16|88|1|1|90|2021|8|1|18|56|42|1|N
13|3|715|C|3|0|1|1518|39|9|0|1303|21|86|1|0|87|2021|8|1|18|33|47|1|N
13|3|994|C|1|0|2|1493|50|8|0|1303|19|205|4|9|218|2021|8|1|19|16|37|1|N
13|4|7|B|1|0|3|1643|1|9|0|1304|6|81|1|1|83|2021|8|1|19|18|30|1|N
13|4|24|C|1|0|3|1415|2|10|0|1304|3|100|0|1|101|2021|8|1|19|40|24|1|N
13|4|266|B|1|0|3|1842|15|10|0|1304|8|113|3|0|116|2021|8|1|18|44|27|1|N
13|4|1177|C|1|0|2|1338|60|9|0|1304|15|107|4|1|112|2021|8|1|19|34|7|1|N
13|4|1178|C|1|0|2|1955|60|9|0|1304|15|152|2|2|156|2021|8|1|19|35|36|1|N
13|4|1518|C|1|0|1|1939|76|11|0|1304|29|233|4|1|238|2021|8|1|19|6|38|1|N
13|5|215|B|1|0|1|1593|12|15|0|1305|4|159|1|0|160|2021|8|1|18|25|55|1|N
13|5|807|C|1|0|3|1792|44|6|0|1305|12|135|2|2|139|2021|8|1|19|55|10|1|N
13|5|810|C|1|0|3|1948|44|6|0|1305|12|80|0|1|81|2021|8|1|19|43|7|1|N
13|5|1273|C|2|0|1|1540|63|15|0|1305|15|182|2|2|186|2021|8|1|19|7|10|1|N
13|5|1318|B|1|0|2|1396|66|6|0|1305|22|160|2|0|162|2021|8|1|19|33|32|1|N
13|5|1498|C|2|0|1|1783|75|14|0|1305|30|152|0|0|152|2021|8|1|19|17|27|1|N
13|6|886|B|1|0|1|1665|47|12|0|1306|6|225|5|0|230|2021|8|1|18|28|51|1|N
13|6|913|B|1|0|1|1803|47|13|0|1306|13|235|2|1|238|2021|8|1|18|43|49|1|N
13|6|922|B|1|0|1|1411|47|12|0|1306|17|117|3|1|121|2021|8|1|18|16|58|1|N
13|6|1356|C|1|0|1|1851|68|16|0|1306|33|95|0|1|96|2021|8|1|18|31|18|1|N
13|6|1367|C|2|0|1|1463|68|16|0|1306|30|114|0|0|114|2021|8|1|18|26|53|1|N
13|6|1768|C|1|0|3|1606|68|16|0|1306|26|61|1|0|62|2021|8|1|18|26|10|1|N
13|7|734|B|1|0|2|1948|40|17|0|1307|19|178|3|0|181|2021|8|1|19|7|44|1|N
13|7|740|C|1|0|2|1880|40|17|0|1307|14|98|1|0|99|2021|8|1|18|46|34|1|N
13|7|740|C|10|0|2|1880|40|17|0|1307|15|80|2|0|82|2021|8|1|18|38|56|1|N
13|7|929|B|1|0|1|1876|40|17|0|1307|18|172|3|1|176|2021|8|1|18|39|5|1|N
13|7|1215|B|1|0|1|1555|61|18|0|1307|21|245|3|2|250|2021|8|1|18|55|38|1|N
13|7|1632|C|1|0|3|1557|83|18|0|1307|32|123|3|3|129|2021|8|1|18|49|19|1|N
14|1|1552|B|1|0|1|1625|42|1|0|1401|24|120|0|1|121|2021|8|1|18|41|49|1|N
14|1|1831|C|2|0|2|1906|63|1|0|1401|2|13|1|0|14|2021|8|1|18|27|50|1|N
14|1|2183|B|1|0|2|1345|84|1|0|1401|16|68|1|0|69|2021|8|1|18|25|45|1|N
14|1|2186|B|1|0|1|1497|84|1|0|1401|13|92|0|1|93|2021|8|1|18|21|37|1|N
14|1|2195|B|1|0|1|1906|84|1|0|1401|16|80|0|0|80|2021|8|1|18|12|3|1|N
14|1|2208|C|1|0|3|1659|84|1|0|1401|15|65|1|0|66|2021|8|1|18|15|2|1|N
14|2|1708|C|1|0|1|1795|55|2|0|1402|14|63|2|0|65|2021|8|1|18|12|54|1|N
14|2|1713|C|1|0|2|1990|55|2|0|1402|13|55|0|1|56|2021|8|1|18|28|51|1|N
14|2|1767|C|1|0|3|1417|55|2|0|1402|9|13|0|0|13|2021|8|1|18|12|34|1|N
14|2|2076|B|1|0|2|1475|75|2|0|1402|21|26|0|0|26|2021|8|1|18|11|22|1|N
14|2|2084|B|1|0|1|1113|75|2|0|1402|19|34|2|0|36|2021|8|1|18|38|13|1|N
14|2|2098|B|1|0|1|1735|76|2|0|1402|25|42|1|0|43|2021|8|1|18|8|21|1|N
14|3|115|C|1|0|1|1830|8|3|0|1403|20|45|0|0|45|2021|8|1|18|16|13|1|N
14|3|120|C|1|0|2|1984|125|3|0|1403|16|34|5|0|39|2021|8|1|18|7|56|1|N
14|3|2354|C|1|0|2|1526|94|3|0|1403|28|30|0|0|30|2021|8|1|18|53|16|1|N
14|3|2362|C|2|0|1|1474|94|3|0|1403|32|40|1|0|41|2021|8|1|18|13|41|1|N
14|3|2389|C|2|0|2|1801|94|3|0|1403|34|9|1|1|11|2021|8|1|18|11|16|1|N
14|3|2856|C|1|0|2|1931|117|3|0|1403|1|12|0|0|12|2021|8|1|18|20|59|1|N
14|4|2915|B|1|0|1|2045|120|4|0|1404|9|87|0|0|87|2021|8|1|18|10|48|1|N
14|4|2927|C|1|0|1|1451|120|4|0|1404|12|47|1|1|49|2021|8|1|18|11|17|1|N
14|4|2933|C|1|0|1|1498|120|4|0|1404|5|98|4|0|102|2021|8|1|18|49|57|1|N
14|4|2962|B|1|0|1|1942|120|4|0|1404|14|90|1|0|91|2021|8|1|18|31|55|1|N
14|4|3001|C|1|0|1|1662|120|4|0|1404|26|36|0|0|36|2021|8|1|19|0|33|1|N
14|4|3475|C|2|0|1|1664|120|4|0|1404|8|78|2|0|80|2021|8|1|19|6|16|1|N
14|5|296|C|1|0|2|1640|20|5|0|1405|2|53|1|0|54|2021|8|1|18|52|44|1|N
14|5|1943|B|1|0|1|1813|69|5|0|1405|8|126|1|0|127|2021|8|1|19|2|56|1|N
14|5|1943|C|3|0|1|1812|69|5|0|1405|8|102|1|0|103|2021|8|1|19|4|25|1|N
14|5|1958|B|1|0|1|1508|69|5|0|1405|11|77|0|1|78|2021|8|1|19|15|14|1|N
14|5|1967|C|1|0|1|1657|69|5|0|1405|15|56|2|0|58|2021|8|1|18|49|13|1|N
14|5|2214|C|2|0|2|1387|85|5|0|1405|27|26|2|0|28|2021|8|1|18|54|15|1|N
14|6|2903|B|1|0|1|1718|120|6|0|1406|1|38|0|0|38|2021|8|1|18|59|22|1|N
14|6|2969|C|4|0|1|1924|120|6|0|1406|4|106|2|1|109|2021|8|1|18|20|4|1|N
14|6|3033|C|4|0|1|2086|120|6|0|1406|14|84|0|0|84|2021|8|1|18|26|24|1|N
14|6|3383|B|1|0|1|1715|120|6|0|1406|30|44|2|0|46|2021|8|1|18|29|47|1|N
14|6|3511|C|1|0|1|1853|120|6|0|1406|32|83|1|0|84|2021|8|1|18|34|33|1|N
14|6|3567|C|1|0|1|1779|120|6|0|1406|29|21|0|0|21|2021|8|1|18|19|50|1|N
14|7|2651|B|1|0|1|1647|102|7|0|1407|12|69|1|0|70|2021|8|1|18|30|15|1|S
14|7|2671|C|1|0|1|1355|102|7|0|1407|2|48|2|0|50|2021|8|1|18|6|6|1|N
14|7|2675|C|5|0|2|1952|102|7|0|1407|5|35|2|0|37|2021|8|1|18|27|25|1|N
14|7|2676|C|6|0|1|1836|102|7|0|1407|9|40|1|0|41|2021|8|1|18|33|35|1|N
14|7|2676|C|7|0|1|1836|102|7|0|1407|9|72|0|0|72|2021|8|1|18|44|15|1|N
14|7|2697|C|1|0|1|1663|102|7|0|1407|17|42|1|0|43|2021|8|1|18|46|48|1|N
14|8|962|C|2|0|1|1506|41|8|0|1408|15|86|0|1|87|2021|8|1|19|22|57|1|N
14|8|1046|B|1|0|1|1638|41|8|0|1408|16|68|1|0|69|2021|8|1|18|35|48|1|N
14|8|1068|B|1|0|1|1487|41|8|0|1408|17|85|3|0|88|2021|8|1|18|50|47|1|N
14|8|1115|B|1|0|1|1512|41|8|0|1408|29|79|1|0|80|2021|8|1|20|8|19|1|N
14|8|1256|C|1|0|1|1712|41|8|0|1408|6|96|0|0|96|2021|8|1|19|10|51|1|N
14|8|3356|B|1|0|1|1432|41|8|0|1408|20|50|1|0|51|2021|8|1|19|57|15|1|N
14|9|655|C|1|0|1|1952|41|9|0|1409|26|66|1|0|67|2021|8|1|18|40|15|1|N
14|9|660|C|2|0|1|1528|41|9|0|1409|29|45|0|0|45|2021|8|1|19|39|44|1|N
14|9|1192|C|1|0|1|1214|41|9|0|1409|1|38|0|0|38|2021|8|1|18|10|13|1|N
14|9|1233|B|1|0|1|1811|41|9|0|1409|8|81|0|0|81|2021|8|1|18|18|56|1|N
14|9|1234|C|1|0|1|1862|41|9|0|1409|9|71|1|0|72|2021|8|1|18|45|56|1|N
14|9|1267|B|1|0|1|1754|41|9|0|1409|19|82|0|0|82|2021|8|1|18|26|12|1|N
14|10|3079|C|1|0|1|1637|120|10|0|1410|8|64|1|0|65|2021|8|1|18|17|41|1|N
14|10|3083|B|1|0|1|1959|120|10|0|1410|6|43|2|0|45|2021|8|1|18|7|49|1|N
14|10|3137|B|1|0|1|1263|120|10|0|1410|11|68|1|0|69|2021|8|1|18|14|47|1|N
14|10|3147|C|2|0|1|1667|120|10|0|1410|18|66|1|0|67|2021|8|1|18|16|56|1|N
14|10|3161|C|2|0|1|1722|120|10|0|1410|19|69|1|0|70|2021|8|1|19|5|5|1|N
14|10|3236|C|2|0|3|1418|120|10|0|1410|1|71|1|0|72|2021|8|1|18|28|54|1|N
14|11|714|B|1|0|1|1649|41|11|0|1411|5|85|2|0|87|2021|8|1|19|11|21|1|N
14|11|752|C|2|0|1|1362|41|11|0|1411|11|48|1|1|50|2021|8|1|18|34|28|1|N
14|11|1380|B|1|0|1|1417|41|11|0|1411|9|85|1|0|86|2021|8|1|18|49|29|1|N
14|11|1478|B|1|0|1|1396|41|11|0|1411|29|62|0|0|62|2021|8|1|18|33|55|1|N
14|11|1478|C|1|0|1|1395|41|11|0|1411|29|51|2|0|53|2021|8|1|18|35|44|1|N
14|11|1496|B|1|0|1|1976|41|11|0|1411|24|110|0|1|111|2021|8|1|18|14|6|1|N
14|12|2445|B|1|0|2|1969|98|12|0|1412|9|45|1|0|46|2021|8|1|18|18|37|1|N
14|12|2456|C|1|0|1|1462|98|12|0|1412|3|72|2|1|75|2021|8|1|19|5|37|1|N
14|12|3407|C|1|0|2|2068|98|12|0|1412|28|46|2|0|48|2021|8|1|19|15|38|1|N
