ID_ESTADO|ID_DISTRITO_FEDERAL|SECCION|TIPO_CASILLA|ID_CASILLA|EXT_CONTIGUA|NUMERO_ARE|TIPO_SECCION|LISTA_NOMINAL|ID_MUNICIPIO
27|5|181|C|1|0|9|U|1543|3
27|6|416|C|1|0|5|U|1515|4
27|6|1080|B|1|0|30|R|1824|16
27|6|477|B|1|0|10|R|1750|4
27|6|481|B|1|0|13|R|1492|4
27|6|501|B|1|0|19|M|1527|4
27|6|486|C|2|0|15|U|1563|4
28|1|879|B|1|0|25|U|1624|27
28|1|904|B|1|0|1|M|1814|27
28|1|839|B|1|0|27|U|1754|27
28|1|890|C|1|0|22|U|1455|27
28|1|898|C|1|0|30|U|1688|27
28|1|787|C|1|0|16|U|1427|27
28|2|1021|C|1|0|12|U|1490|32
28|2|730|C|2|0|3|U|1868|25
28|2|730|C|1|0|3|U|1869|25
28|2|333|B|1|0|5|U|1594|15
28|2|987|C|1|0|26|U|1479|32
28|2|991|B|1|0|7|M|1557|32
28|3|1161|B|1|0|9|U|1827|33
28|3|1158|C|2|0|9|U|1715|33
28|3|1172|B|1|0|2|U|1839|33
28|3|1557|C|1|0|23|M|1506|40
28|3|1254|B|1|0|28|R|1519|35
28|3|1551|C|1|0|24|M|1509|40
28|4|651|C|4|0|31|U|1703|22
28|4|657|C|1|0|5|U|1700|22
28|4|668|B|1|0|5|U|1507|22
28|4|650|C|1|0|29|U|1822|22
28|4|650|B|1|0|29|U|1822|22
28|4|670|C|1|0|11|U|1815|22
28|5|1573|B|1|0|17|U|1586|41
28|5|1573|C|2|0|17|U|1586|41
28|5|1651|B|1|0|12|U|1511|41
28|5|1611|C|1|0|26|U|1554|41
28|5|1662|B|1|0|23|U|1591|41
28|5|346|B|1|0|31|M|1747|16
28|6|487|C|2|0|22|U|1542|21
28|6|1280|C|1|0|27|M|1719|37
28|6|1280|C|2|0|27|M|1719|37
28|6|910|B|1|0|24|M|1398|29
28|6|271|C|1|0|7|M|1789|11
28|6|1724|B|1|0|30|M|1964|43
28|7|74|B|1|0|13|U|1435|3
28|7|98|B|1|0|16|U|1141|3
28|7|2014|B|1|0|10|U|1412|3
28|7|48|C|3|0|6|U|1722|3
28|7|48|C|1|0|6|U|1722|3
28|7|46|C|2|0|4|U|1736|3
28|8|1320|C|1|0|10|U|1513|38
28|8|199|B|1|0|2|U|1207|9
28|8|1378|B|1|0|19|U|1978|38
28|8|1386|C|1|0|17|U|1644|38
28|8|1355|C|1|0|12|U|1250|38
28|8|1452|B|1|0|26|U|1543|38
28|9|1094|B|1|0|20|U|1676|32
28|9|1095|B|1|0|21|U|1974|32
28|9|1105|B|1|0|27|U|1658|32
28|9|1921|B|1|0|16|U|1130|32
28|9|1771|C|2|0|8|U|1464|32
28|9|1098|C|1|0|13|U|1356|32
29|1|22|B|1|0|11|U|1916|3
29|1|491|B|1|0|33|U|1986|34
29|1|180|B|1|0|24|M|1906|13
29|1|182|B|1|0|3|U|1480|13
29|1|41|C|1|0|19|U|1612|3
29|1|43|C|1|0|4|U|1880|3
29|2|468|C|2|0|17|U|1413|33
29|2|566|C|1|0|5|U|1443|41
29|2|5|C|1|0|23|U|1752|2
29|2|375|C|1|0|6|U|1802|27
29|2|268|B|1|0|34|U|1477|18
29|2|451|B|1|0|22|U|1742|33
29|3|254|C|1|0|24|U|1434|58
29|3|296|C|2|0|6|U|1535|60
29|3|298|C|2|0|6|M|1626|20
29|3|338|C|1|0|16|U|1989|24
29|3|233|B|1|0|20|U|1637|15
29|3|548|B|1|0|9|M|1969|40
30|1|330|B|1|0|2|U|1724|15
30|1|3567|B|1|0|11|R|1937|152
30|1|4707|C|1|0|3|R|1680|207
30|1|2877|B|1|0|17|R|1980|124
30|1|3719|B|1|0|6|R|1827|160
30|1|2790|C|1|0|8|M|1672|122
30|2|488|C|1|0|8|R|1504|28
30|2|1362|C|1|0|5|R|1642|60
30|2|3637|B|1|0|20|R|1906|156
30|2|1320|B|1|0|13|M|1966|57
30|2|1352|B|1|0|4|R|1525|60
30|2|1623|C|2|0|17|U|1836|74
30|3|4118|B|1|0|22|U|2020|188
30|3|657|C|1|0|15|U|2003|35
30|3|3763|C|2|0|13|U|1585|166
30|3|121|C|2|0|1|U|1872|8
30|3|130|B|1|0|10|M|1668|8
30|3|175|B|1|0|6|R|1409|8
30|4|4262|B|1|0|13|U|1577|192
30|4|4390|B|1|0|29|U|1837|192
30|4|4218|C|2|0|11|U|1406|192
30|4|4226|C|2|0|11|U|1756|192
30|4|4228|C|1|0|10|U|1663|192
30|4|4833|B|1|0|34|U|1965|192
30|5|3163|B|1|0|12|U|1818|132
30|5|3180|B|1|0|15|U|1383|132
30|5|3209|C|1|0|16|U|1568|132
30|5|3119|B|1|0|14|U|1279|132
30|5|948|C|1|0|3|M|1484|42
30|5|3969|B|1|0|26|U|1094|174
30|6|4196|C|2|0|30|M|1876|191
30|6|2341|C|1|0|26|U|1129|211
30|6|4762|B|1|0|26|M|1819|158
30|6|1517|C|2|0|8|M|1429|68
30|6|1527|C|1|0|3|U|1333|69
30|6|2899|C|1|0|12|U|1980|125
30|7|4504|C|1|0|31|U|1869|193
30|7|4073|B|1|0|27|R|1730|182
30|7|218|B|1|0|1|U|1947|11
30|7|433|B|1|0|6|R|1437|24
30|7|2296|B|1|0|18|U|1759|103
30|7|2314|B|1|0|16|U|1489|103
30|8|57|B|1|0|2|R|1855|4
30|8|4173|B|1|0|25|U|1823|190
30|8|206|B|1|0|9|R|1661|10
30|8|1337|B|1|0|4|R|1479|59
30|8|1488|C|1|0|21|R|1444|67
30|8|53|B|1|0|12|R|1949|4
30|9|2176|C|1|0|15|R|1550|94
30|9|3038|C|1|0|18|U|1154|129
30|9|3749|B|1|0|24|M|2104|163
30|9|4519|B|1|0|31|R|1274|194
30|9|4520|C|1|0|31|R|1903|194
30|9|4513|C|1|0|29|U|1585|194
30|10|2004|C|2|0|18|U|1843|89
30|10|1887|C|2|0|33|U|1397|89
30|10|1872|B|1|0|1|U|1369|89
30|10|1875|B|1|0|4|U|1985|89
30|10|1913|B|1|0|28|U|1656|89
30|10|2019|B|1|0|11|U|1365|89
30|11|921|C|1|0|25|R|1593|41
30|11|891|B|1|0|21|U|1348|41
30|11|4735|B|1|0|4|U|1714|41
30|11|789|B|1|0|9|U|1746|41
30|11|4883|B|1|0|6|U|1717|41
30|11|862|C|2|0|18|U|1496|41
30|12|548|B|1|0|20|U|1999|29
30|12|548|C|1|0|20|U|1999|29
30|12|2264|B|1|0|35|R|1469|101
30|12|500|B|1|0|14|U|1972|29
30|12|4445|C|2|0|12|U|1372|192
30|12|4850|C|1|0|28|U|1390|106
30|13|2991|B|1|0|17|M|1542|126
30|13|3917|C|1|0|26|R|1107|173
30|13|979|C|2|0|4|R|1732|45
30|13|4018|C|1|0|30|M|1088|180
30|13|1607|C|2|0|13|U|1895|73
30|13|1295|C|1|0|8|U|2019|55
30|14|2512|C|1|0|20|R|1684|109
30|14|2427|C|1|0|14|U|1787|109
30|14|1434|C|1|0|6|U|1700|63
30|14|1434|B|1|0|6|U|1701|63
30|14|3478|B|1|0|24|U|1619|145
30|14|2479|B|1|0|15|U|1697|109
30|15|1788|B|1|0|18|M|1945|85
30|15|2757|B|1|0|28|U|1744|119
30|15|2763|B|1|0|30|U|1819|119
30|15|3312|B|1|0|19|U|1953|139
30|15|2729|C|2|0|26|U|1376|119
30|15|1809|C|1|0|11|M|1928|87
30|16|1091|B|1|0|21|U|1431|46
30|16|985|C|2|0|18|U|1514|46
30|16|310|B|1|0|1|R|1770|14
30|16|1048|C|2|0|31|U|1744|46
30|16|408|C|1|0|16|U|1879|22
30|16|4530|C|1|0|15|U|1753|196
30|17|2188|C|2|0|4|M|1886|95
30|17|2197|C|1|0|23|M|1877|95
30|17|3100|C|2|0|30|M|1397|212
30|17|1128|B|1|0|21|U|1972|208
30|17|37|B|1|0|17|R|1703|3
30|17|4614|C|2|0|13|U|1558|204
30|18|3279|C|1|0|24|U|1331|135
30|18|3855|C|2|0|27|R|1477|172
30|18|3832|B|1|0|26|U|1103|172
30|18|3772|C|1|0|22|M|1985|167
30|18|2245|B|1|0|4|R|1538|100
30|18|4577|C|1|0|29|R|1570|201
30|19|273|C|1|0|2|R|1628|12
30|19|3321|B|1|0|7|M|1070|140
30|19|3456|C|1|0|15|M|1459|144
30|19|640|C|1|0|28|U|1363|34
30|19|3354|B|1|0|22|U|1214|142
30|19|3350|C|1|0|25|U|1482|142
30|20|1396|B|1|0|7|R|1931|61
30|20|2112|B|1|0|20|U|1268|91
30|20|2389|B|1|0|33|R|1654|105
30|20|3542|B|1|0|30|R|1944|150
30|20|4909|B|1|0|12|R|1715|50
30|20|2805|C|1|0|31|U|1697|123
31|1|81|B|1|0|30|U|1586|19
31|1|863|C|1|0|4|U|1180|84
31|1|1018|C|1|0|6|U|2007|102
31|1|1021|C|1|0|18|U|1635|102
31|1|189|C|1|0|31|U|1907|40
31|1|123|C|2|0|9|U|1733|29
31|2|50|B|1|0|13|M|1277|11
31|2|173|B|1|0|17|M|1978|38
31|2|658|B|1|0|8|U|1487|51
31|2|822|B|1|0|12|M|1629|78
31|2|7|C|1|0|5|U|1466|2
31|2|737|C|1|0|1|U|2014|59
31|3|313|C|2|0|9|U|1528|50
31|3|467|C|2|0|20|U|1256|50
31|3|382|C|1|0|13|U|1828|50
31|3|618|C|1|0|27|U|1484|50
31|3|650|C|2|0|37|M|1598|50
31|3|628|C|3|0|33|U|1866|50
31|4|359|C|1|0|24|U|1872|50
31|4|570|B|1|0|35|U|1989|50
31|4|362|C|2|0|22|U|1425|50
31|4|631|C|1|0|4|R|1429|50
31|4|254|C|5|0|7|U|1753|50
31|4|408|B|1|0|25|U|1680|50
31|5|841|C|1|0|12|R|1498|79
31|5|1006|C|1|0|27|R|1632|101
31|5|978|B|1|0|25|M|1092|98
31|5|882|C|1|0|19|U|1538|89
31|5|232|C|1|0|8|M|1587|45
31|5|690|C|1|0|10|U|1788|55
32|1|709|B|1|0|29|U|1867|21
32|1|119|B|1|0|29|M|1632|9
32|1|148|C|2|0|14|M|1523|10
32|1|1290|B|1|0|27|M|1813|42
32|1|181|C|1|0|15|U|1436|10
32|1|265|C|2|0|19|M|1595|10
32|2|747|C|1|0|18|U|1877|23
32|2|108|C|1|0|8|M|1736|8
32|2|638|B|1|0|12|U|1265|20
32|2|1734|C|1|0|16|M|1398|55
32|2|1051|C|2|0|7|R|1463|36
32|2|1396|C|3|0|24|M|1840|44
32|3|1218|C|1|0|10|U|1346|39
32|3|733|B|1|0|6|M|1826|22
32|3|1204|B|1|0|14|U|1118|39
32|3|1821|C|1|0|25|U|1455|56
32|3|900|C|1|0|9|U|1032|29
32|3|808|C|3|0|1|M|1604|26
32|4|470|C|2|0|4|M|1826|17
32|4|470|C|3|0|4|M|1826|17
32|4|472|C|1|0|9|U|1409|17
32|4|519|B|1|0|12|U|1531|17
32|4|549|B|1|0|6|M|1851|17
32|4|1111|C|3|0|23|R|1874|38
